order_id,customer_id,product_id,order_date,quantity,unit_price,discount,revenue
41,232,76,2025-12-06,2,7357.75,0.0,14715.5
42,190,38,2024-08-13,3,5067.49,0.0,15202.47
42,190,19,2024-08-13,3,3171.34,0.0,9514.02
43,308,78,2025-06-23,4,1010.49,0.0,4041.96
43,308,89,2025-06-23,2,3390.34,0.05,6441.65
44,330,73,2024-07-13,2,18192.18,0.05,34565.14
44,330,69,2024-07-13,2,9360.74,0.0,18721.48
44,330,77,2024-07-13,2,5779.62,0.1,10403.32
45,150,99,2025-12-09,1,920.31,0.05,874.29
45,150,71,2025-12-09,1,7406.14,0.0,7406.14
46,220,20,2025-11-14,1,39805.25,0.0,39805.25
46,220,40,2025-11-14,1,2396.49,0.0,2396.49
47,117,92,2024-03-07,1,2248.85,0.0,2248.85
47,117,2,2024-03-07,1,826.86,0.05,785.52
48,310,47,2024-12-02,1,3130.36,0.05,2973.84
48,310,70,2024-12-02,1,7231.23,0.1,6508.11
49,8,73,2025-07-29,1,18192.18,0.0,18192.18
49,8,66,2025-07-29,3,61292.01,0.05,174682.23
50,22,44,2025-03-26,1,1116.5,0.05,1060.67
50,22,28,2025-03-26,1,3566.76,0.0,3566.76
51,203,99,2025-05-28,2,920.31,0.0,1840.62
51,203,53,2025-05-28,2,651.44,0.0,1302.88
52,374,55,2025-02-07,3,2939.43,0.0,8818.29
52,374,24,2025-02-07,1,17126.14,0.1,15413.53
53,206,28,2024-10-19,1,3566.76,0.1,3210.08
53,206,25,2024-10-19,2,3640.01,0.0,7280.02
54,295,76,2025-08-12,1,7357.75,0.0,7357.75
54,295,1,2025-08-12,3,57994.93,0.15,147887.07
55,186,91,2025-01-18,2,11426.26,0.0,22852.52
55,186,75,2025-01-18,1,44807.59,0.0,44807.59
56,355,76,2024-11-19,3,7357.75,0.05,20969.59
56,355,76,2024-11-19,3,7357.75,0.0,22073.25
57,395,94,2024-04-08,1,5672.67,0.0,5672.67
57,395,75,2024-04-08,1,44807.59,0.05,42567.21
58,361,21,2024-02-27,1,4472.7,0.0,4472.7
58,361,20,2024-02-27,1,39805.25,0.0,39805.25
59,66,67,2024-01-14,3,5275.46,0.1,14243.74
59,66,79,2024-01-14,1,2782.17,0.1,2503.95
60,115,1,2025-12-23,1,57994.93,0.05,55095.18
60,115,34,2025-12-23,1,350.18,0.1,315.16
61,147,68,2025-03-02,2,5460.65,0.1,9829.17
61,147,59,2025-03-02,4,405.25,0.0,1621.0
62,137,39,2024-08-01,1,6013.69,0.1,5412.32
62,137,88,2024-08-01,1,3075.5,0.0,3075.5
63,81,82,2024-08-26,1,1221.96,0.05,1160.86
63,81,89,2024-08-26,1,3390.34,0.0,3390.34
64,86,1,2024-09-27,1,57994.93,0.15,49295.69
64,86,45,2024-09-27,1,6157.34,0.05,5849.47
65,98,37,2024-04-22,1,4824.48,0.0,4824.48
65,98,4,2024-04-22,1,6232.39,0.05,5920.77
66,207,13,2024-11-12,1,9237.08,0.0,9237.08
66,207,21,2024-11-12,1,4472.7,0.05,4249.06
67,126,58,2024-04-08,1,390.71,0.0,390.71
67,126,22,2024-04-08,1,7167.91,0.05,6809.51
68,260,92,2025-07-03,1,2248.85,0.1,2023.96
68,260,89,2025-07-03,1,3390.34,0.0,3390.34
69,397,17,2025-10-09,4,6664.68,0.05,25325.78
69,397,5,2025-10-09,1,60993.48,0.0,60993.48
69,397,4,2025-10-09,1,6232.39,0.05,5920.77
70,18,89,2025-10-31,4,3390.34,0.1,12205.22
70,18,67,2025-10-31,2,5275.46,0.0,10550.92
71,146,22,2024-05-28,4,7167.91,0.0,28671.64
71,146,4,2024-05-28,2,6232.39,0.1,11218.3
72,122,12,2024-09-28,1,2459.4,0.0,2459.4
72,122,81,2024-09-28,1,631.53,0.1,568.38
73,165,16,2024-09-13,1,15771.29,0.0,15771.29
73,165,17,2024-09-13,2,6664.68,0.15,11329.96
74,396,25,2025-04-24,2,3640.01,0.1,6552.02
74,396,65,2025-04-24,1,323.99,0.05,307.79
75,91,75,2024-07-30,1,44807.59,0.05,42567.21
75,91,14,2024-07-30,1,6842.78,0.0,6842.78
76,318,12,2024-07-27,1,2459.4,0.0,2459.4
76,318,76,2024-07-27,1,7357.75,0.0,7357.75
77,341,42,2025-09-11,1,3526.42,0.05,3350.1
77,341,87,2025-09-11,2,2175.83,0.1,3916.49
78,393,83,2024-11-04,1,4742.53,0.15,4031.15
78,393,27,2024-11-04,2,1635.87,0.0,3271.74
79,288,55,2025-02-28,1,2939.43,0.0,2939.43
79,288,21,2025-02-28,2,4472.7,0.1,8050.86
80,230,67,2025-01-10,2,5275.46,0.1,9495.83
80,230,51,2025-01-10,2,5418.07,0.0,10836.14
81,226,46,2025-10-06,3,6217.3,0.0,18651.9
81,226,82,2025-10-06,1,1221.96,0.0,1221.96
82,327,16,2024-06-10,1,15771.29,0.05,14982.73
82,327,21,2024-06-10,2,4472.7,0.0,8945.4
83,395,74,2025-06-09,1,18924.35,0.0,18924.35
83,395,83,2025-06-09,2,4742.53,0.0,9485.06
83,395,85,2025-06-09,3,460.42,0.0,1381.26
84,125,45,2025-01-22,2,6157.34,0.0,12314.68
84,125,20,2025-01-22,1,39805.25,0.1,35824.72
85,55,38,2025-02-04,3,5067.49,0.0,15202.47
85,55,75,2025-02-04,3,44807.59,0.0,134422.77
86,89,8,2024-01-17,1,19432.89,0.0,19432.89
86,89,20,2024-01-17,2,39805.25,0.0,79610.5
87,284,75,2024-09-29,2,44807.59,0.0,89615.18
87,284,74,2024-09-29,3,18924.35,0.0,56773.05
88,341,95,2024-05-09,1,180.47,0.1,162.42
88,341,86,2024-05-09,1,4437.73,0.0,4437.73
89,361,22,2025-03-09,2,7167.91,0.1,12902.24
89,361,11,2025-03-09,1,3802.29,0.0,3802.29
90,257,8,2024-07-23,1,19432.89,0.05,18461.25
90,257,73,2024-07-23,2,18192.18,0.05,34565.14
91,335,22,2025-06-16,1,7167.91,0.05,6809.51
91,335,30,2025-06-16,1,2686.64,0.1,2417.98
92,103,22,2024-02-05,1,7167.91,0.0,7167.91
92,103,16,2024-02-05,1,15771.29,0.0,15771.29
93,160,67,2024-06-16,1,5275.46,0.05,5011.69
93,160,96,2024-06-16,2,463.77,0.0,927.54
94,38,11,2024-12-12,1,3802.29,0.0,3802.29
94,38,41,2024-12-12,3,4280.17,0.0,12840.51
95,209,77,2024-04-21,1,5779.62,0.0,5779.62
95,209,66,2024-04-21,1,61292.01,0.0,61292.01
96,71,86,2025-10-30,1,4437.73,0.0,4437.73
96,71,29,2025-10-30,1,1442.48,0.0,1442.48
97,334,11,2024-05-06,2,3802.29,0.1,6844.12
97,334,68,2024-05-06,1,5460.65,0.15,4641.55
98,120,39,2025-02-10,2,6013.69,0.0,12027.38
98,120,59,2025-02-10,2,405.25,0.05,769.97
99,80,17,2025-06-01,2,6664.68,0.1,11996.42
99,80,31,2025-06-01,1,1205.75,0.0,1205.75
100,137,38,2024-03-19,1,5067.49,0.0,5067.49
100,137,76,2024-03-19,1,7357.75,0.05,6989.86
101,264,73,2025-04-25,1,18192.18,0.0,18192.18
101,264,73,2025-04-25,1,18192.18,0.0,18192.18
102,108,67,2024-06-23,2,5275.46,0.0,10550.92
102,108,1,2024-06-23,1,57994.93,0.05,55095.18
103,306,55,2025-09-29,1,2939.43,0.0,2939.43
103,306,21,2025-09-29,1,4472.7,0.0,4472.7
104,39,22,2024-08-13,2,7167.91,0.0,14335.82
104,39,21,2024-08-13,2,4472.7,0.15,7603.59
105,394,29,2024-09-23,1,1442.48,0.05,1370.36
105,394,12,2024-09-23,1,2459.4,0.0,2459.4
106,181,19,2025-02-27,1,3171.34,0.1,2854.21
106,181,40,2025-02-27,1,2396.49,0.05,2276.67
107,226,16,2024-06-08,2,15771.29,0.0,31542.58
107,226,76,2024-06-08,2,7357.75,0.05,13979.72
108,12,21,2025-10-09,1,4472.7,0.0,4472.7
108,12,60,2025-10-09,1,381.06,0.0,381.06
109,381,69,2024-06-27,1,9360.74,0.15,7956.63
109,381,9,2024-06-27,2,24309.59,0.0,48619.18
110,77,25,2024-03-15,1,3640.01,0.0,3640.01
110,77,22,2024-03-15,1,7167.91,0.1,6451.12
111,284,48,2025-04-24,1,6527.42,0.0,6527.42
111,284,77,2025-04-24,1,5779.62,0.05,5490.64
112,90,28,2024-10-27,2,3566.76,0.0,7133.52
112,90,1,2024-10-27,2,57994.93,0.05,110190.37
113,162,85,2025-10-13,2,460.42,0.0,920.84
113,162,100,2025-10-13,1,900.0,0.0,900.0
113,162,13,2025-10-13,2,9237.08,0.0,18474.16
114,396,84,2024-01-27,2,4875.5,0.05,9263.45
114,396,92,2024-01-27,1,2248.85,0.15,1911.52
115,26,23,2025-05-05,1,18396.69,0.05,17476.86
115,26,77,2025-05-05,4,5779.62,0.1,20806.63
116,303,80,2024-10-31,3,298.04,0.0,894.12
116,303,3,2024-10-31,1,2625.01,0.0,2625.01
117,156,91,2024-08-21,1,11426.26,0.0,11426.26
117,156,9,2024-08-21,1,24309.59,0.05,23094.11
118,200,1,2024-10-27,1,57994.93,0.05,55095.18
118,200,74,2024-10-27,2,18924.35,0.1,34063.83
119,60,10,2025-12-10,3,5376.54,0.0,16129.62
119,60,95,2025-12-10,3,180.47,0.05,514.34
120,238,19,2024-04-29,2,3171.34,0.0,6342.68
120,238,83,2024-04-29,2,4742.53,0.0,9485.06
121,45,47,2024-03-23,3,3130.36,0.0,9391.08
121,45,21,2024-03-23,2,4472.7,0.0,8945.4
122,132,75,2024-02-15,1,44807.59,0.0,44807.59
122,132,32,2024-02-15,1,632.49,0.0,632.49
123,250,11,2025-06-17,1,3802.29,0.0,3802.29
123,250,28,2025-06-17,1,3566.76,0.0,3566.76
124,121,11,2024-08-15,3,3802.29,0.05,10836.53
124,121,75,2024-08-15,1,44807.59,0.0,44807.59
125,78,76,2024-07-30,1,7357.75,0.0,7357.75
125,78,85,2024-07-30,1,460.42,0.05,437.4
126,237,15,2024-01-13,1,3589.44,0.0,3589.44
126,237,32,2024-01-13,1,632.49,0.0,632.49
127,357,96,2025-09-23,1,463.77,0.1,417.39
127,357,24,2025-09-23,2,17126.14,0.0,34252.28
128,242,88,2024-10-16,2,3075.5,0.05,5843.45
128,242,5,2024-10-16,2,60993.48,0.0,121986.96
129,181,4,2024-05-08,1,6232.39,0.0,6232.39
129,181,77,2024-05-08,2,5779.62,0.1,10403.32
129,181,31,2024-05-08,1,1205.75,0.0,1205.75
130,210,74,2025-12-01,2,18924.35,0.0,37848.7
130,210,75,2025-12-01,4,44807.59,0.15,152345.81
131,313,36,2024-08-03,2,3009.89,0.1,5417.8
131,313,8,2024-08-03,1,19432.89,0.05,18461.25
132,333,19,2024-03-02,1,3171.34,0.0,3171.34
132,333,22,2024-03-02,2,7167.91,0.05,13619.03
133,20,71,2025-06-16,2,7406.14,0.0,14812.28
133,20,24,2025-06-16,1,17126.14,0.0,17126.14
134,234,52,2024-06-29,1,2782.22,0.15,2364.89
134,234,74,2024-06-29,2,18924.35,0.05,35956.26
135,138,20,2024-04-04,1,39805.25,0.05,37814.99
135,138,68,2024-04-04,1,5460.65,0.0,5460.65
136,126,71,2024-09-20,1,7406.14,0.0,7406.14
136,126,66,2024-09-20,1,61292.01,0.0,61292.01
137,146,85,2024-10-04,3,460.42,0.0,1381.26
137,146,49,2024-10-04,3,2551.99,0.1,6890.37
138,131,13,2024-12-15,3,9237.08,0.0,27711.24
138,131,55,2024-12-15,2,2939.43,0.1,5290.97
139,343,5,2025-12-06,2,60993.48,0.0,121986.96
139,343,87,2025-12-06,3,2175.83,0.15,5548.37
140,342,83,2024-05-04,2,4742.53,0.0,9485.06
140,342,17,2024-05-04,1,6664.68,0.0,6664.68
141,348,40,2025-11-02,2,2396.49,0.0,4792.98
141,348,44,2025-11-02,2,1116.5,0.0,2233.0
141,348,24,2025-11-02,3,17126.14,0.0,51378.42
142,168,90,2025-08-27,1,16104.16,0.0,16104.16
142,168,69,2025-08-27,1,9360.74,0.0,9360.74
143,218,13,2025-07-23,1,9237.08,0.05,8775.23
143,218,1,2025-07-23,4,57994.93,0.1,208781.75
144,138,10,2025-11-06,1,5376.54,0.1,4838.89
144,138,77,2025-11-06,2,5779.62,0.0,11559.24
145,298,16,2024-04-01,2,15771.29,0.0,31542.58
145,298,8,2024-04-01,1,19432.89,0.0,19432.89
146,110,72,2025-03-03,1,953.28,0.05,905.62
146,110,32,2025-03-03,1,632.49,0.1,569.24
147,15,35,2024-04-30,1,1209.61,0.15,1028.17
147,15,89,2024-04-30,1,3390.34,0.0,3390.34
148,140,6,2024-09-07,2,9075.76,0.1,16336.37
148,140,19,2024-09-07,1,3171.34,0.0,3171.34
149,305,75,2024-01-14,1,44807.59,0.0,44807.59
149,305,68,2024-01-14,1,5460.65,0.0,5460.65
150,12,34,2025-05-16,1,350.18,0.1,315.16
150,12,8,2025-05-16,4,19432.89,0.1,69958.4
151,4,54,2024-10-15,1,2049.82,0.05,1947.33
151,4,62,2024-10-15,2,1567.17,0.05,2977.62
152,206,14,2025-11-18,2,6842.78,0.0,13685.56
152,206,36,2025-11-18,2,3009.89,0.0,6019.78
153,222,90,2025-01-23,2,16104.16,0.05,30597.9
153,222,21,2025-01-23,1,4472.7,0.0,4472.7
154,300,77,2025-04-13,3,5779.62,0.0,17338.86
154,300,96,2025-04-13,2,463.77,0.1,834.79
155,118,11,2024-11-24,1,3802.29,0.05,3612.18
155,118,12,2024-11-24,1,2459.4,0.1,2213.46
156,121,72,2024-09-25,3,953.28,0.0,2859.84
156,121,42,2024-09-25,1,3526.42,0.1,3173.78
157,272,20,2024-11-17,1,39805.25,0.0,39805.25
157,272,53,2024-11-17,2,651.44,0.1,1172.59
158,233,91,2024-07-12,2,11426.26,0.0,22852.52
158,233,17,2024-07-12,1,6664.68,0.0,6664.68
159,330,73,2025-09-11,1,18192.18,0.0,18192.18
159,330,59,2025-09-11,1,405.25,0.1,364.73
160,47,74,2024-07-04,4,18924.35,0.0,75697.4
160,47,25,2024-07-04,2,3640.01,0.05,6916.02
161,39,77,2024-01-26,1,5779.62,0.0,5779.62
161,39,25,2024-01-26,3,3640.01,0.0,10920.03
162,72,30,2025-06-18,1,2686.64,0.0,2686.64
162,72,78,2025-06-18,3,1010.49,0.0,3031.47
163,298,79,2025-03-28,1,2782.17,0.05,2643.06
163,298,38,2025-03-28,1,5067.49,0.0,5067.49
164,261,55,2025-03-13,2,2939.43,0.1,5290.97
164,261,44,2025-03-13,3,1116.5,0.05,3182.02
165,355,24,2025-11-25,1,17126.14,0.0,17126.14
165,355,8,2025-11-25,3,19432.89,0.1,52468.8
166,97,6,2024-08-22,1,9075.76,0.05,8621.97
166,97,23,2024-08-22,2,18396.69,0.0,36793.38
167,283,11,2024-08-07,1,3802.29,0.0,3802.29
167,283,77,2024-08-07,1,5779.62,0.0,5779.62
168,129,23,2024-01-26,1,18396.69,0.0,18396.69
168,129,31,2024-01-26,3,1205.75,0.0,3617.25
169,306,20,2025-10-19,1,39805.25,0.0,39805.25
169,306,66,2025-10-19,3,61292.01,0.1,165488.43
170,115,77,2025-11-13,2,5779.62,0.1,10403.32
170,115,24,2025-11-13,1,17126.14,0.05,16269.83
171,343,8,2024-05-09,2,19432.89,0.0,38865.78
171,343,32,2024-05-09,1,632.49,0.0,632.49
172,30,24,2025-03-31,1,17126.14,0.15,14557.22
172,30,27,2025-03-31,1,1635.87,0.0,1635.87
173,107,27,2024-11-07,1,1635.87,0.0,1635.87
173,107,32,2024-11-07,1,632.49,0.0,632.49
174,42,80,2024-11-09,1,298.04,0.15,253.33
174,42,37,2024-11-09,1,4824.48,0.0,4824.48
175,382,19,2024-12-14,2,3171.34,0.0,6342.68
175,382,27,2024-12-14,1,1635.87,0.0,1635.87
176,329,51,2024-11-08,1,5418.07,0.05,5147.17
176,329,68,2024-11-08,2,5460.65,0.1,9829.17
177,134,13,2025-12-01,2,9237.08,0.0,18474.16
177,134,38,2025-12-01,1,5067.49,0.0,5067.49
178,221,72,2025-01-19,1,953.28,0.0,953.28
178,221,63,2025-01-19,1,955.49,0.0,955.49
179,318,98,2025-12-14,1,4132.36,0.0,4132.36
179,318,86,2025-12-14,1,4437.73,0.0,4437.73
180,169,14,2024-01-08,1,6842.78,0.0,6842.78
180,169,20,2024-01-08,2,39805.25,0.0,79610.5
181,164,65,2025-01-28,1,323.99,0.0,323.99
181,164,21,2025-01-28,2,4472.7,0.0,8945.4
182,28,76,2024-08-31,3,7357.75,0.0,22073.25
182,28,47,2024-08-31,1,3130.36,0.0,3130.36
183,235,40,2024-12-21,4,2396.49,0.0,9585.96
183,235,5,2024-12-21,2,60993.48,0.0,121986.96
184,56,15,2024-12-19,4,3589.44,0.0,14357.76
184,56,46,2024-12-19,3,6217.3,0.0,18651.9
185,189,45,2025-08-28,3,6157.34,0.1,16624.82
185,189,42,2025-08-28,1,3526.42,0.05,3350.1
186,398,91,2024-09-29,3,11426.26,0.0,34278.78
186,398,14,2024-09-29,2,6842.78,0.0,13685.56
187,164,93,2025-11-03,1,649.37,0.15,551.96
187,164,77,2025-11-03,2,5779.62,0.0,11559.24
188,237,13,2024-11-26,2,9237.08,0.05,17550.45
188,237,70,2024-11-26,1,7231.23,0.0,7231.23
189,358,3,2025-10-02,1,2625.01,0.05,2493.76
189,358,18,2025-10-02,2,4738.87,0.1,8529.97
190,295,76,2025-01-13,1,7357.75,0.0,7357.75
190,295,81,2025-01-13,2,631.53,0.05,1199.91
191,85,76,2024-08-10,1,7357.75,0.05,6989.86
191,85,39,2024-08-10,3,6013.69,0.0,18041.07
191,85,7,2024-08-10,4,8976.08,0.1,32313.89
192,189,19,2024-09-20,1,3171.34,0.0,3171.34
192,189,32,2024-09-20,4,632.49,0.0,2529.96
193,384,22,2024-02-23,2,7167.91,0.0,14335.82
193,384,83,2024-02-23,1,4742.53,0.1,4268.28
194,137,39,2025-04-17,1,6013.69,0.05,5713.01
194,137,75,2025-04-17,3,44807.59,0.1,120980.49
194,137,4,2025-04-17,1,6232.39,0.1,5609.15
195,179,39,2024-04-20,1,6013.69,0.0,6013.69
195,179,30,2024-04-20,1,2686.64,0.0,2686.64
196,96,48,2024-07-14,3,6527.42,0.0,19582.26
196,96,24,2024-07-14,1,17126.14,0.0,17126.14
197,202,32,2025-07-08,2,632.49,0.0,1264.98
197,202,24,2025-07-08,1,17126.14,0.15,14557.22
198,58,100,2025-04-24,1,900.0,0.0,900.0
198,58,64,2025-04-24,2,243.95,0.0,487.9
199,248,88,2024-08-23,1,3075.5,0.0,3075.5
199,248,24,2024-08-23,1,17126.14,0.05,16269.83
200,313,29,2024-11-16,3,1442.48,0.1,3894.7
200,313,72,2024-11-16,2,953.28,0.0,1906.56
201,168,36,2025-10-18,3,3009.89,0.0,9029.67
201,168,20,2025-10-18,1,39805.25,0.0,39805.25
202,244,87,2025-11-01,1,2175.83,0.0,2175.83
202,244,76,2025-11-01,1,7357.75,0.0,7357.75
203,177,16,2024-04-23,1,15771.29,0.05,14982.73
203,177,12,2024-04-23,2,2459.4,0.0,4918.8
204,89,27,2025-04-23,1,1635.87,0.05,1554.08
204,89,43,2025-04-23,1,1821.71,0.1,1639.54
205,133,21,2024-06-28,2,4472.7,0.0,8945.4
205,133,66,2024-06-28,1,61292.01,0.0,61292.01
206,249,32,2025-09-12,1,632.49,0.1,569.24
206,249,39,2025-09-12,2,6013.69,0.0,12027.38
207,306,23,2025-11-02,3,18396.69,0.1,49671.06
207,306,50,2025-11-02,4,4015.8,0.05,15260.04
208,240,21,2024-04-29,1,4472.7,0.0,4472.7
208,240,67,2024-04-29,1,5275.46,0.1,4747.91
209,192,25,2024-09-29,1,3640.01,0.1,3276.01
209,192,16,2024-09-29,3,15771.29,0.1,42582.48
210,105,60,2025-12-14,1,381.06,0.05,362.01
210,105,18,2025-12-14,4,4738.87,0.15,16112.16
211,351,13,2025-12-20,2,9237.08,0.1,16626.74
211,351,14,2025-12-20,2,6842.78,0.0,13685.56
212,96,48,2025-08-13,1,6527.42,0.05,6201.05
212,96,39,2025-08-13,3,6013.69,0.1,16236.96
213,172,10,2025-08-06,3,5376.54,0.0,16129.62
213,172,75,2025-08-06,1,44807.59,0.0,44807.59
214,138,61,2024-09-27,1,205.61,0.0,205.61
214,138,24,2024-09-27,1,17126.14,0.0,17126.14
215,333,79,2025-06-29,1,2782.17,0.1,2503.95
215,333,76,2025-06-29,2,7357.75,0.1,13243.95
216,124,56,2024-12-17,1,388.93,0.0,388.93
216,124,76,2024-12-17,1,7357.75,0.0,7357.75
217,61,46,2024-04-06,1,6217.3,0.0,6217.3
217,61,27,2024-04-06,2,1635.87,0.1,2944.57
218,13,2,2025-09-10,1,826.86,0.0,826.86
218,13,61,2025-09-10,2,205.61,0.05,390.66
219,372,41,2025-11-01,1,4280.17,0.1,3852.15
219,372,22,2025-11-01,1,7167.91,0.05,6809.51
220,187,75,2025-08-03,2,44807.59,0.0,89615.18
220,187,46,2025-08-03,2,6217.3,0.0,12434.6
221,232,41,2024-03-08,3,4280.17,0.0,12840.51
221,232,15,2024-03-08,2,3589.44,0.0,7178.88
222,73,20,2024-04-29,1,39805.25,0.0,39805.25
222,73,6,2024-04-29,1,9075.76,0.05,8621.97
223,378,40,2025-12-08,1,2396.49,0.1,2156.84
223,378,35,2025-12-08,2,1209.61,0.1,2177.3
224,353,69,2025-04-26,3,9360.74,0.1,25274.0
224,353,39,2025-04-26,1,6013.69,0.05,5713.01
225,218,4,2025-09-12,4,6232.39,0.15,21190.13
225,218,7,2025-09-12,1,8976.08,0.1,8078.47
226,294,76,2024-01-12,3,7357.75,0.0,22073.25
226,294,95,2024-01-12,1,180.47,0.0,180.47
227,150,18,2025-11-13,1,4738.87,0.15,4028.04
227,150,45,2025-11-13,2,6157.34,0.05,11698.95
228,283,54,2024-12-30,1,2049.82,0.0,2049.82
228,283,66,2024-12-30,4,61292.01,0.0,245168.04
229,69,72,2025-06-13,3,953.28,0.05,2716.85
229,69,53,2025-06-13,4,651.44,0.05,2475.47
230,190,25,2025-10-27,1,3640.01,0.0,3640.01
230,190,24,2025-10-27,1,17126.14,0.0,17126.14
231,53,84,2025-12-16,1,4875.5,0.05,4631.72
231,53,2,2025-12-16,3,826.86,0.0,2480.58
232,332,7,2025-04-12,1,8976.08,0.0,8976.08
232,332,66,2025-04-12,3,61292.01,0.1,165488.43
233,158,73,2025-03-16,1,18192.18,0.05,17282.57
233,158,9,2025-03-16,1,24309.59,0.0,24309.59
234,330,42,2025-05-06,3,3526.42,0.15,8992.37
234,330,38,2025-05-06,2,5067.49,0.1,9121.48
235,180,38,2024-10-12,1,5067.49,0.05,4814.12
235,180,81,2024-10-12,1,631.53,0.05,599.95
236,194,74,2025-04-17,4,18924.35,0.05,71912.53
236,194,38,2025-04-17,3,5067.49,0.0,15202.47
237,391,75,2024-04-07,2,44807.59,0.0,89615.18
237,391,18,2024-04-07,1,4738.87,0.0,4738.87
238,254,2,2024-07-28,1,826.86,0.0,826.86
